Car Title,Price,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Control de tracción,Capacidad de personas,Potencia,Medidas,Distancia entre ejes,Capacidad del tanque,Válvulas por cilindro,Frenos ABS,Airbag para conductor y pasajero,Tracción ASR,AM/FM,Android auto,Apple CarPlay,Aire acondicionado,Computadora de abordo,Sensor de lluvia,Porta vasos,Dirección,Alarma,Largo x Altura x Ancho,Llantas de aleación,Reproductor de MP3,Con cámara de retroceso,Techo solar eléctrico retráctil,Soporte para rueda de auxilio,Limpia/lava luneta,Porta equipaje en techo,Entrada auxiliar,Bluetooth,CD,DVD,Entrada USB,Piloto automático,Alarma de luces encendidas,Cristales eléctricos,Apertura remota de baúl,Comando remoto para radio en el volante,Climatizador,Cierre automático de vidrios,Defensa delantera,Airbag conductor,Faros con regulación automática,Sensor de estacionamiento,Faros antinieblas traseros,Desempañador trasero,Control de estabilidad,Tercera luz de freno led,Cierre centralizado de puertas,Blindado,Tapizado de cuero,Con garantía de fábrica,Con garantía mecánica,Único dueño,Con precio negociable,Acepta permuta,Tipo de batería,Capacidad de la batería,Tiempo de carga,Tipo de cargador,Autonomia de la batería,Con modo Eco,Asientos delanteros calefaccionados,Con sensor de cambio de carril,Con sensor de estacionamiento por cámara delantera,Con sensor de estacionamiento por cámara trasera,Con sistema de estacionamiento automático,Sistema ISOFIX,Aviso de punto ciego,Inspección vehicular,Largo x Altura,Entrada internacional legalizada,Con impacto positivo,,Baúl
Fiat Fiorino 1.4 Fire Evo 87cv,9.000.000,Fiat,Fiorino,2023,1.4 Fire Evo 87cv,Blanco,Nafta,3,Manual,1.4,Furgón,0 km,Delantera,2,87 hp,,2699 mm,64 L,2,Sí,Sí,Sí,Sí,,,Sí,,,,Hidráulica,,4184 mm x 1873 mm x 1780 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi Q3 1.4 Tfsi Stronic 150 Cv,46.900,Audi,Q3,2020,1.4 Tfsi Stronic 150 Cv,Gris,Nafta,5,Automática,1.4,SUV,41000 km,4x4,5,150 hp,,2710 mm,64 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4385 mm x 1590 mm x 1789 mm,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Fiat Toro 1.8 170 E-torq Evo Freedom At6,12.000,Fiat,Toro,2024,1.8 170 E-torq Evo Freedom At6,Azul,Nafta,4,Automática,1.8,Pick-Up,1000 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4945 mm x 1735 mm x 1845 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Pack Conectividad,8.000,Fiat,Cronos,2023,1.3 Gse Drive Pack Conectividad,Negro,Nafta,4,Manual,1.3,Sedán,1500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Volcano,26.300.000,Fiat,Strada,2023,1.3 Volcano,Negro,Nafta,3,Manual,1.3,Pick-Up,0 km,Delantera,5,99 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4480 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Pack Conectividad,16.000.000,Fiat,Cronos,2023,1.3 Gse Drive Pack Conectividad,Negro,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,16.700.000,Fiat,Cronos,2023,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Cvt Pack Plus,15.600.000,Fiat,Cronos,2024,1.3 Gse Drive Cvt Pack Plus,Negro,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,,Sí,,,Sí,Sí,Sí,Sí,,Sí,4364 mm x 1515 mm x 1962 mm,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Cvt Pack Plus,19.100.000,Fiat,Cronos,2024,1.3 Gse Drive Cvt Pack Plus,Gris,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,,Sí,,,Sí,Sí,Sí,Sí,,Sí,4364 mm x 1515 mm x 1962 mm,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 170 E-Torq Evo Freedom S-Design,29.300.000,Fiat,Toro,2024,1.8 170 E-Torq Evo Freedom S-Design,Gris,Nafta,4,Automática,1.8,Pick-Up,0 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,,Sí,4915 mm x 1690 mm x 1669 mm,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.3 270 Firefly Turbo Volcano 4x2 At,32.000.000,Fiat,Toro,2024,1.3 270 Firefly Turbo Volcano 4x2 At,Negro,Nafta,4,Automática,1.3,Pick-Up,0 km,4x2,5,175 hp,,2990 mm,60 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,,Sí,4945 mm x 1735 mm x 1845 mm,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,4.500.000,Fiat,Toro,2024,1.8 Freedom,Blanco,Nafta,4,Automática,1.8,Pick-Up,0 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Cvt,4.600.000,Fiat,Pulse,2024,1.3 Drive Gse Cvt,Blanco,Nafta,5,Automática,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Cvt,3.000,Fiat,Cronos,2023,1.3 Drive Cvt,Negro,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Pack Conectividad,16.000.000,Fiat,Cronos,2023,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi Q3 1.4 35tfsi 150 Cv,54.000,Audi,Q3,2024,1.4 35tfsi 150 Cv,Plateado,Nafta,5,Automática,1.4,SUV,0 km,4x4,5,150 hp,,2710 mm,64 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4385 mm x 1590 mm x 1789 mm,Sí,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,,,Sí,,Sí,,Sí,Sí,Sí,,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi Q5 2.0 45 Tfsi Sport 252cv,90.000,Audi,Q5,2024,2.0 45 Tfsi Sport 252cv,Gris,Nafta,5,Automática,2.0,SUV,0 km,4x4,5,252 hp,,2728 mm,75 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4629 mm x 1653 mm x 1830 mm,Sí,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,5.000.000,Fiat,Cronos,2023,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,3.500.000,Fiat,Cronos,2023,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.3 270 Firefly Turbo Volcano 4x2 At,32.000.000,Fiat,Toro,2023,1.3 270 Firefly Turbo Volcano 4x2 At,Negro,Nafta,4,Automática,1.3,Pick-Up,0 km,4x2,5,175 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4945 mm x 1735 mm x 1845 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Mt,9.840.000,Fiat,Pulse,2023,1.3 Drive Gse Mt,Blanco,Nafta,5,Manual,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Audi Q5 2.0 45 Tfsi Sport 252cv,70.000,Audi,Q5,2021,2.0 45 Tfsi Sport 252cv,Negro,Nafta,5,Automática,2.0,SUV,23000 km,4x4,5,252 hp,,2728 mm,75 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,,4629 mm x 1653 mm x 1830 mm,Sí,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi SQ5 3.0 Tfsi Stronic 354cv,85.000,Audi,SQ5,2018,3.0 Tfsi Stronic 354cv,Negro,Nafta,5,Automática,3.0,SUV,34500 km,4x4,5,354 hp,,2510 mm,75 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4644 mm x 1627 mm x 1683 mm,Sí,Sí,Sí,,,,,Sí,Sí,,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Pack Conectividad,4.680.000,Fiat,Cronos,2023,1.3 Gse Drive Pack Conectividad,Gris,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Audi Q3 2.0 Tfsi Stronic Quattro 220cv,30.000,Audi,Q3,2017,2.0 Tfsi Stronic Quattro 220cv,Negro,Nafta,5,Automática,2.0,SUV,77000 km,Integral,5,211 hp,,2710 mm,64 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4385 mm x 1590 mm x 1789 mm,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi Q5 2.0 Tfsi 211cv Stronic Quattro,21.000,Audi,Q5,2011,2.0 Tfsi 211cv Stronic Quattro,Gris,Nafta,5,Automática,2.0,SUV,81000 km,Integral,5,211 hp,,2815 mm,75 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,4629 mm x 1653 mm x 1860 mm,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,,,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi A3 Sportback 2.0 Tfsi 190cv,38.000,Audi,A3 Sportback,2019,2.0 Tfsi 190cv,Negro,Nafta,5,Automática,2.0,Hatchback,50000 km,Delantera,5,190 hp,,2468 mm,55 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4238 mm x 1421 mm x 1842 mm,Sí,Sí,,Sí,,Sí,,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi A3 2.0 Tfsi Sedan 190cv,49.000,Audi,A3,2023,2.0 Tfsi Sedan 190cv,Azul,Nafta,4,Automática,2.0,Sedán,0 km,Delantera,5,190 hp,,2468 mm,55 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4238 mm x 1421 mm x 1842 mm,Sí,,Sí,Sí,,Sí,,,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi A4 45 Tfsi quattro 245,69.000,Audi,A4,2023,45 Tfsi quattro 245,Azul,Nafta,4,Automática,2.0,Sedán,0 km,Integral,5,252 hp,,2933 mm,54 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4726 mm x 1427 mm x 1983 mm,Sí,,Sí,Sí,,Sí,,,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi A3 Sportback 1.4 Tfsi 150 Cv,46.000,Audi,A3 Sportback,2023,1.4 Tfsi 150 Cv,Azul,Nafta,5,Manual,1.4,Hatchback,0 km,Delantera,5,150 hp,,2690 mm,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4237 mm x 1421 mm x 1765 mm,Sí,,Sí,,,,,,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi A4 2.0 40 Tfsi Front,54.000,Audi,A4,2023,2.0 40 Tfsi Front,Gris,Nafta,4,Manual,2.0,Sedán,0 km,Delantera,5,252 hp,,2933 mm,54 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4726 mm x 1427 mm x 1983 mm,Sí,,Sí,Sí,,Sí,,,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi A5 Sportback 2.0 40tfsi Front 190cv,72.000,Audi,A5 Sportback,2023,2.0 40tfsi Front 190cv,Gris,Nafta,5,Automática,2.0,Hatchback,0 km,Delantera,5,190 hp,,2810 mm,63 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4712 mm x 1391 mm x 1960 mm,Sí,,Sí,Sí,,Sí,,,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,,Sí,Sí,Ácido en gel,1 Ah,1 h,11,1 km,,,,,,,,,,,,,,
Audi Q2 1.4 Tfsi Sport 150 Cv,29.800,Audi,Q2,2019,1.4 Tfsi Sport 150 Cv,Negro,Nafta,5,Automática,1.4,SUV,76000 km,4x2,5,150 hp,,2601 mm,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4191 mm x 1508 mm x 1794 mm,Sí,Sí,Sí,,,Sí,,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi A5 Sportback 2.0 40tfsi Front 190cv,71.000,Audi,A5 Sportback,2022,2.0 40tfsi Front 190cv,Gris,Nafta,5,Automática,2.0,Hatchback,0 km,Delantera,5,190 hp,,2810 mm,63 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4712 mm x 1391 mm x 1960 mm,Sí,,Sí,Sí,,Sí,,,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi A1 1.4 Tfsi 125cv,39.900,Audi,A1,2021,1.4 Tfsi 125cv,Azul,Nafta,3,Manual,1.4,Hatchback,0 km,Delantera,4,125 hp,,2469 mm,45 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,3954 mm x 1416 mm x 1740 mm,Sí,,Sí,,,Sí,,Sí,Sí,Sí,,Sí,No,Sí,Sí,,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Ford Ranger 3.2 Cd Limited Tdci 200cv Automática,34.000,Ford,Ranger,2023,3.2 Cd Limited Tdci 200cv Automática,Blanco,Diésel,4,Automática,3.2,Pick-Up,27189 km,4x4,5,200 hp,,3220 mm,80 L,4,Sí,Sí,Sí,,,,,Sí,,Sí,Eléctrica,Sí,5359 mm x 1815 mm x 1860 mm,Sí,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,,,,,Sí,,,,Sí,Sí,,Sí,,Sí,Ácido en gel,,,,,,,,,,,,,,,,,,
Audi Q2 1.5 35 Tfsi Advanced 150 Cv,45.000,Audi,Q2,2024,1.5 35 Tfsi Advanced 150 Cv,Plateado,Nafta,5,Automática,1.5,SUV,0 km,Integral,5,150 hp,,,50 L,4,Sí,Sí,Sí,,,,Sí,,,,Eléctrica,,4200 mm x 1500 mm x 1790 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi A7 Sportback 3.0 55 Tfsi Stronic Quattro 340cv,95.000,Audi,A7 Sportback,2021,3.0 55 Tfsi Stronic Quattro 340cv,Gris,Nafta,5,Automática,3.0,Hatchback,15000 km,Integral,4,340 hp,,2710 mm,65 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4969 mm x 1420 mm x 1770 mm,Sí,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Ford Maverick 2.0 Ecoboost Cd Lariat At8 4wd,48.000.000,Ford,Maverick,2024,2.0 Ecoboost Cd Lariat At8 4wd,Gris,Nafta,4,Automática,2.0,Pick-Up,3820 km,4x4,5,253 hp,,3076 mm,64 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,5072 mm x 1745 mm x 2121 mm,Sí,Sí,Sí,,,,,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,,Sí,Sí,,,Sí,,Sí,Sí,,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,,Sí,Ácido en gel,,,,,,,,,,,,,,,,,,
Audi Q3 Sportback 1.4 35tfsi Sportback 150 Cv,59.000,Audi,Q3 Sportback,2024,1.4 35tfsi Sportback 150 Cv,Plateado,Nafta,5,Automática,1.4,SUV,0 km,4x4,5,150 hp,,2710 mm,64 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,Sí,4385 mm x 1590 mm x 1789 mm,Sí,Sí,,,,,,,Sí,Sí,,,Sí,,,,Sí,,,,,Sí,Sí,,,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Audi Q2 1.4 Tfsi Sport 150 Cv,29.800,Audi,Q2,2019,1.4 Tfsi Sport 150 Cv,Negro,Nafta,5,Automática,1.4,SUV,78000 km,4x2,5,150 hp,,2601 mm,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4191 mm x 1508 mm x 1794 mm,Sí,Sí,Sí,,,Sí,,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,,,,,,,,,,,,,,,,,,
Audi A3 1.4 Tfsi Sedan 150 Cv,23.500,Audi,A3,2017,1.4 Tfsi Sedan 150 Cv,Azul,Nafta,4,Manual,1.4,Sedán,81000 km,Delantera,5,150 hp,,2690 mm,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4237 mm x 1421 mm x 1765 mm,Sí,Sí,Sí,,,Sí,,Sí,Sí,,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,11 h,1,1 km,,,,,,,,,,,,,,
Fiat Fiorino 1.4 Fire Evo 87cv,19.200.000,Fiat,Fiorino,2024,1.4 Fire Evo 87cv,Blanco,Nafta,3,Manual,1.4,Furgón,0 km,Delantera,2,87 hp,,2699 mm,64 L,2,Sí,Sí,Sí,Sí,,,Sí,,,,Hidráulica,,4184 mm x 1873 mm x 1780 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 2.0 Freedom 4x4 At,27.800.000,Fiat,Toro,2024,2.0 Freedom 4x4 At,Negro,Diésel,4,Automática,2.0,Pick-Up,0 km,4x4,5,170 hp,,2443 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen Amarok 3.0 V6 Cd Highline,36.000,Volkswagen,Amarok,2022,3.0 V6 Cd Highline,Gris,Diésel,4,Automática,3.0,Pick-Up,39625 km,4x4,5,224 hp,,3095 mm,80 L,4,Sí,Sí,Sí,,,,Sí,,,Sí,,,5254 mm x 1834 mm x 1944 mm,,,Sí,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,Sí,Sí,,,,,,,Sí,,,Ácido en gel,,,,,,,,,,,,,,,,,,
Chevrolet Onix 1.4 Lt 98cv,9.900,Chevrolet,Onix,2017,1.4 Lt 98cv,Rojo,Nafta,5,Manual,1.4,Hatchback,117000 km,Delantera,5,98 hp,,2465 mm,54 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,No,3930 mm x 1484 mm x 1656 mm,No,Sí,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,,
